"","Section","Category","Example","job","jobcode"
"1058","Technology","Graphics or photo imaging software","Graphics software","Survery Rsearchers","19-3022.00"
"1059","Technology","Interactive voice response software","CfMC SoundSurvent","Survery Rsearchers","19-3022.00"
"1060","Technology","Internet browser software","Web browser software","Survery Rsearchers","19-3022.00"
"1061","Technology","Map creation software","Postal boundary mapping software","Survery Rsearchers","19-3022.00"
"1062","Technology","Object or component oriented development software","C++","Survery Rsearchers","19-3022.00"
"1063","Technology","Object or component oriented development software","Oracle Java","Survery Rsearchers","19-3022.00"
"1064","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Survery Rsearchers","19-3022.00"
"1065","Technology","Object or component oriented development software","Python","Survery Rsearchers","19-3022.00"
"1066","Technology","Office suite software","Microsoft Office","Survery Rsearchers","19-3022.00"
"1067","Technology","Optical character reader OCR or scanning software","Pulse Train Bellview Scan","Survery Rsearchers","19-3022.00"
"1068","Technology","Presentation software","COMCON DataFriend","Survery Rsearchers","19-3022.00"
"1069","Technology","Presentation software","Microsoft PowerPoint","Survery Rsearchers","19-3022.00"
"1070","Technology","Presentation software","Pulse Train Pulser Web","Survery Rsearchers","19-3022.00"
"1071","Technology","Presentation software","QPSMR Limited Reflect","Survery Rsearchers","19-3022.00"
"1072","Technology","Project management software","Microsoft Project","Survery Rsearchers","19-3022.00"
"1073","Technology","Project management software","Perseus SurveySolutions","Survery Rsearchers","19-3022.00"
"1074","Technology","Spreadsheet software","Microsoft Excel","Survery Rsearchers","19-3022.00"
"1075","Technology","Web page creation and editing software","Adobe Systems Adobe Cold Fusion","Survery Rsearchers","19-3022.00"
"1076","Technology","Web page creation and editing software","Pulse Train Bellview Web","Survery Rsearchers","19-3022.00"
"1077","Technology","Web platform development software","JavaScript","Survery Rsearchers","19-3022.00"
"1078","Technology","Word processing software","Microsoft Word","Survery Rsearchers","19-3022.00"
"1079","Technology","Accounting software","Fund accounting software","Regulatory Affairs Speacialists","13-1041.07"
"1080","Technology","Analytical or scientific software","Analyse-it","Regulatory Affairs Speacialists","13-1041.07"
"1081","Technology","Analytical or scientific software","Statistical software","Regulatory Affairs Speacialists","13-1041.07"
"1082","Technology","Business intelligence and data analysis software","MicroStrategy","Regulatory Affairs Speacialists","13-1041.07"
"1083","Technology","Business intelligence and data analysis software","Qlik Tech QlikView","Regulatory Affairs Speacialists","13-1041.07"
"1084","Technology","Data base management system software","Relational database management software","Regulatory Affairs Speacialists","13-1041.07"
"1085","Technology","Data base reporting software","DataVision","Regulatory Affairs Speacialists","13-1041.07"
"1086","Technology","Data base user interface and query software","FileMaker Pro","Regulatory Affairs Speacialists","13-1041.07"
"1087","Technology","Data base user interface and query software","Microsoft Access","Regulatory Affairs Speacialists","13-1041.07"
"1088","Technology","Data base user interface and query software","Structured query language SQL","Regulatory Affairs Speacialists","13-1041.07"
"1089","Technology","Development environment software","Integrated development environment IDE software","Regulatory Affairs Speacialists","13-1041.07"
"1090","Technology","Document management software","Adobe Systems Adobe Acrobat","Regulatory Affairs Speacialists","13-1041.07"
"1091","Technology","Document management software","Atrion Intelligent Authoring","Regulatory Affairs Speacialists","13-1041.07"
"1092","Technology","Electronic mail software","Microsoft Outlook","Regulatory Affairs Speacialists","13-1041.07"
"1093","Technology","Enterprise resource planning ERP software","SAP","Regulatory Affairs Speacialists","13-1041.07"
"1094","Technology","Human resources software","Human resource management software HRMS","Regulatory Affairs Speacialists","13-1041.07"
"1095","Technology","Information retrieval or search software","LexisNexis","Regulatory Affairs Speacialists","13-1041.07"
"1096","Technology","Internet browser software","Web browser software","Regulatory Affairs Speacialists","13-1041.07"
"1097","Technology","Medical software","Healthcare common procedure coding system HCPCS","Regulatory Affairs Speacialists","13-1041.07"
"1098","Technology","Medical software","Medical procedure coding software","Regulatory Affairs Speacialists","13-1041.07"
"1099","Technology","Office suite software","Microsoft Office","Regulatory Affairs Speacialists","13-1041.07"
"1100","Technology","Presentation software","Microsoft PowerPoint","Regulatory Affairs Speacialists","13-1041.07"
"1101","Technology","Project management software","Microsoft Project","Regulatory Affairs Speacialists","13-1041.07"
"1102","Technology","Project management software","Microsoft SharePoint","Regulatory Affairs Speacialists","13-1041.07"
"1103","Technology","Spreadsheet software","Microsoft Excel","Regulatory Affairs Speacialists","13-1041.07"
"1104","Technology","Transaction security and virus protection software","McAfee","Regulatory Affairs Speacialists","13-1041.07"
"1105","Technology","Word processing software","Microsoft Word","Regulatory Affairs Speacialists","13-1041.07"
"1106","Technology","Analytical or scientific software","SAS","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1107","Technology","Business intelligence and data analysis software","IBM Cognos Impromptu","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1108","Technology","Data base management system software","Relational database management software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1109","Technology","Data base reporting software","SAP Crystal Reports","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1110","Technology","Data base user interface and query software","Clayton Wallis CompGeo Online Professional Forecast Library","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1111","Technology","Data base user interface and query software","Data entry software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1112","Technology","Data base user interface and query software","Microsoft Access","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1113","Technology","Data base user interface and query software","Salary.com","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1114","Technology","Document management software","Actuarial Systems Corporation Document Generation and Management System","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1115","Technology","Document management software","Document management system software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1116","Technology","Electronic mail software","Microsoft Outlook","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1117","Technology","Enterprise resource planning ERP software","Lawson ERP","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1118","Technology","Enterprise resource planning ERP software","Oracle Fusion Applications","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1119","Technology","Enterprise resource planning ERP software","Oracle PeopleSoft","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1120","Technology","Enterprise resource planning ERP software","SAP ERP Human Capital Management","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1121","Technology","Human resources software","ADP Workforce Now","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1122","Technology","Human resources software","Human resource management software HRMS","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1123","Technology","Human resources software","IBM Cognos","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1124","Technology","Human resources software","Oracle E-Business Suite Human Resources Management System","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1125","Technology","Internet browser software","Microsoft Internet Explorer","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1126","Technology","Medical software","Healthcare common procedure coding system HCPCS","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1127","Technology","Medical software","Medical condition coding software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1128","Technology","Medical software","Medical procedure coding software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1129","Technology","Office suite software","Microsoft Office","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1130","Technology","Presentation software","Microsoft PowerPoint","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1131","Technology","Project management software","Microsoft SharePoint","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1132","Technology","Project management software","Project planning software","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1133","Technology","Spreadsheet software","Microsoft Excel","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1134","Technology","Time accounting software","ADP Enterprise eTime","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1135","Technology","Time accounting software","Kronos Workforce Timekeeper","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1136","Technology","Time accounting software","Sage Abra","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1137","Technology","Word processing software","Microsoft Word","Compensation, Benefits and Job Analysis Specialists","13-1141.00"
"1138","Technology","Analytical or scientific software","SAS","Credit Analysts","13-2041.00"
"1139","Technology","Business intelligence and data analysis software","Oracle Business Intelligence Enterprise Edition","Credit Analysts","13-2041.00"
"1140","Technology","Content workflow software","Equifax Application Engine","Credit Analysts","13-2041.00"
"1141","Technology","Content workflow software","Experian Transact SM","Credit Analysts","13-2041.00"
"1142","Technology","Data base user interface and query software","Structured query language SQL","Credit Analysts","13-2041.00"
"1143","Technology","Document management software","Credit adjudication and lending management system CALMS","Credit Analysts","13-2041.00"
"1144","Technology","Enterprise resource planning ERP software","Oracle JD Edwards EnterpriseOne","Credit Analysts","13-2041.00"
"1145","Technology","Enterprise resource planning ERP software","SAP","Credit Analysts","13-2041.00"
"1146","Technology","Financial analysis software","CGI-AMS CACS Enterprise","Credit Analysts","13-2041.00"
"1147","Technology","Financial analysis software","CGI-AMS Strata","Credit Analysts","13-2041.00"
"1148","Technology","Financial analysis software","Credit and risk analysis software","Credit Analysts","13-2041.00"
"1149","Technology","Financial analysis software","Credit fraud detection software","Credit Analysts","13-2041.00"
"1150","Technology","Financial analysis software","Dun and Bradstreet Global DecisionMaker","Credit Analysts","13-2041.00"
"1151","Technology","Financial analysis software","eCredit Enterprise","Credit Analysts","13-2041.00"
"1152","Technology","Financial analysis software","Equifax Advanced Decisioning","Credit Analysts","13-2041.00"
"1153","Technology","Financial analysis software","Equifax InterConnect","Credit Analysts","13-2041.00"
"1154","Technology","Financial analysis software","Experian Credinomics","Credit Analysts","13-2041.00"
"1155","Technology","Financial analysis software","Experian Detect","Credit Analysts","13-2041.00"
"1156","Technology","Financial analysis software","Experian FraudShield","Credit Analysts","13-2041.00"
"1157","Technology","Financial analysis software","Experian Quest","Credit Analysts","13-2041.00"
"1158","Technology","Financial analysis software","Experian Retention Triggers","Credit Analysts","13-2041.00"
"1159","Technology","Financial analysis software","Fair Isaac Application Risk Model Software","Credit Analysts","13-2041.00"
"1160","Technology","Financial analysis software","Fair Isaac Capstone Decision Manager","Credit Analysts","13-2041.00"
"1161","Technology","Financial analysis software","Fair Isaac Falcon ID","Credit Analysts","13-2041.00"
"1162","Technology","Financial analysis software","Moody's KMV CreditEdge","Credit Analysts","13-2041.00"
"1163","Technology","Financial analysis software","Moody's KMV Decisions","Credit Analysts","13-2041.00"
"1164","Technology","Financial analysis software","Moody's KMV Financial Analyst","Credit Analysts","13-2041.00"
"1165","Technology","Financial analysis software","Moody's KMV Risk Advisor","Credit Analysts","13-2041.00"
"1166","Technology","Financial analysis software","Moody's KMV Risk Analyst","Credit Analysts","13-2041.00"
"1167","Technology","Information retrieval or search software","CGI-AMS BureauLink Enterprise","Credit Analysts","13-2041.00"
"1168","Technology","Office suite software","Experian Strategy Management","Credit Analysts","13-2041.00"
"1169","Technology","Office suite software","Microsoft Office","Credit Analysts","13-2041.00"
"1170","Technology","Presentation software","Microsoft PowerPoint","Credit Analysts","13-2041.00"
"1171","Technology","Spreadsheet software","Microsoft Excel","Credit Analysts","13-2041.00"
"1172","Technology","Word processing software","Microsoft Word","Credit Analysts","13-2041.00"
"1173","Technology","Data base user interface and query software","Database software","Insurance Underwriters","13-2053.00"
"1174","Technology","Document management software","FileNet Content Manager","Insurance Underwriters","13-2053.00"
"1175","Technology","Enterprise resource planning ERP software","Anodas Software Limited Phoenix","Insurance Underwriters","13-2053.00"
"1176","Technology","Enterprise resource planning ERP software","Consilience Software Maven Insurance Automation Suite","Insurance Underwriters","13-2053.00"
"1177","Technology","Enterprise resource planning ERP software","SIS SEMCI PARTNER","Insurance Underwriters","13-2053.00"
"1178","Technology","Enterprise resource planning ERP software","Skywire Software InsBridge","Insurance Underwriters","13-2053.00"
"1179","Technology","Financial analysis software","Delphi Technology","Insurance Underwriters","13-2053.00"
"1180","Technology","Financial analysis software","Fannie Mae Desktop Underwriter","Insurance Underwriters","13-2053.00"
"1181","Technology","Financial analysis software","RGA Facultative Application Console","Insurance Underwriters","13-2053.00"
"1182","Technology","Financial analysis software","Valen Technologies Risk Manager","Insurance Underwriters","13-2053.00"
"1183","Technology","Information retrieval or search software","LexisNexis","Insurance Underwriters","13-2053.00"
"1184","Technology","Internet browser software","Web browser software","Insurance Underwriters","13-2053.00"
"1185","Technology","Object or component oriented development software","C++","Insurance Underwriters","13-2053.00"
"1186","Technology","Office suite software","Microsoft Office","Insurance Underwriters","13-2053.00"
"1187","Technology","Presentation software","Microsoft PowerPoint","Insurance Underwriters","13-2053.00"
"1188","Technology","Spreadsheet software","Microsoft Excel","Insurance Underwriters","13-2053.00"
"1189","Technology","Word processing software","Microsoft Word","Insurance Underwriters","13-2053.00"
"1190","Technology","Analytical or scientific software","IBM SPSS Statistics","Social Science Research Assistant","19-4061.00"
"1191","Technology","Analytical or scientific software","SAS","Social Science Research Assistant","19-4061.00"
"1192","Technology","Analytical or scientific software","StataCorp Stata","Social Science Research Assistant","19-4061.00"
"1193","Technology","Analytical or scientific software","The MathWorks MATLAB","Social Science Research Assistant","19-4061.00"
"1194","Technology","Data base user interface and query software","Database software","Social Science Research Assistant","19-4061.00"
"1195","Technology","Data base user interface and query software","Microsoft Access","Social Science Research Assistant","19-4061.00"
"1196","Technology","Desktop publishing software","Adobe Systems Adobe InDesign","Social Science Research Assistant","19-4061.00"
"1197","Technology","Electronic mail software","Microsoft Outlook","Social Science Research Assistant","19-4061.00"
"1198","Technology","Graphics or photo imaging software","Adobe Systems Adobe Illustrator","Social Science Research Assistant","19-4061.00"
"1199","Technology","Graphics or photo imaging software","Graphics software","Social Science Research Assistant","19-4061.00"
"1200","Technology","Information retrieval or search software","Online library databases","Social Science Research Assistant","19-4061.00"
"1201","Technology","Internet browser software","Web browser software","Social Science Research Assistant","19-4061.00"
"1202","Technology","Map creation software","ESRI ArcGIS software","Social Science Research Assistant","19-4061.00"
"1203","Technology","Office suite software","Microsoft Office","Social Science Research Assistant","19-4061.00"
"1204","Technology","Presentation software","Microsoft PowerPoint","Social Science Research Assistant","19-4061.00"
"1205","Technology","Spreadsheet software","Microsoft Excel","Social Science Research Assistant","19-4061.00"
"1206","Technology","Video creation and editing software","Video development software","Social Science Research Assistant","19-4061.00"
"1207","Technology","Access software","Access management software","Computer System Analysts","15-1121.00"
"1208","Technology","Access software","Citrix","Computer System Analysts","15-1121.00"
"1209","Technology","Accounting software","Fund accounting software","Computer System Analysts","15-1121.00"
"1210","Technology","Accounting software","Tax software","Computer System Analysts","15-1121.00"
"1211","Technology","Administration software","Cisco Systems CiscoWorks","Computer System Analysts","15-1121.00"
"1212","Technology","Administration software","Element management software","Computer System Analysts","15-1121.00"
"1213","Technology","Analytical or scientific software","Minitab","Computer System Analysts","15-1121.00"
"1214","Technology","Analytical or scientific software","SAS","Computer System Analysts","15-1121.00"
"1215","Technology","Analytical or scientific software","StataCorp Stata","Computer System Analysts","15-1121.00"
"1216","Technology","Analytical or scientific software","The MathWorks MATLAB","Computer System Analysts","15-1121.00"
"1217","Technology","Application server software","Oracle Application Server","Computer System Analysts","15-1121.00"
"1218","Technology","Application server software","Oracle WebLogic Server","Computer System Analysts","15-1121.00"
"1219","Technology","Application server software","Red Hat WildFly","Computer System Analysts","15-1121.00"
"1220","Technology","Backup or archival software","System and data disaster recovery software","Computer System Analysts","15-1121.00"
"1221","Technology","Backup or archival software","Veritas NetBackup","Computer System Analysts","15-1121.00"
"1222","Technology","Business intelligence and data analysis software","Business intelligence system software","Computer System Analysts","15-1121.00"
"1223","Technology","Business intelligence and data analysis software","IBM Cognos Impromptu","Computer System Analysts","15-1121.00"
"1224","Technology","Business intelligence and data analysis software","Oracle Business Intelligence Enterprise Edition","Computer System Analysts","15-1121.00"
"1225","Technology","Business intelligence and data analysis software","Qlik Tech QlikView","Computer System Analysts","15-1121.00"
"1226","Technology","Communications server software","IBM Domino","Computer System Analysts","15-1121.00"
"1227","Technology","Compiler and decompiler software","Time sharing option TSO software","Computer System Analysts","15-1121.00"
"1228","Technology","Computer aided design CAD software","Dassault Systemes CATIA","Computer System Analysts","15-1121.00"
"1229","Technology","Computer aided design CAD software","Electronic design automation EDA software","Computer System Analysts","15-1121.00"
"1230","Technology","Computer aided design CAD software","OrCAD Capture","Computer System Analysts","15-1121.00"
"1231","Technology","Computer aided design CAD software","SpectraQuest","Computer System Analysts","15-1121.00"
"1232","Technology","Configuration management software","Chef","Computer System Analysts","15-1121.00"
"1233","Technology","Configuration management software","Perforce Helix software","Computer System Analysts","15-1121.00"
"1234","Technology","Configuration management software","Puppet","Computer System Analysts","15-1121.00"
"1235","Technology","Configuration management software","Systems and application deployment and migration software","Computer System Analysts","15-1121.00"
"1236","Technology","Content workflow software","Atlassian JIRA","Computer System Analysts","15-1121.00"
"1237","Technology","Customer relationship management CRM software","Blackbaud The Raiser's Edge","Computer System Analysts","15-1121.00"
"1238","Technology","Customer relationship management CRM software","Oracle Eloqua","Computer System Analysts","15-1121.00"
"1239","Technology","Customer relationship management CRM software","Salesforce software","Computer System Analysts","15-1121.00"
"1240","Technology","Data base management system software","Apache Pig","Computer System Analysts","15-1121.00"
"1241","Technology","Data base management system software","MongoDB","Computer System Analysts","15-1121.00"
"1242","Technology","Data base management system software","MySQL","Computer System Analysts","15-1121.00"
"1243","Technology","Data base management system software","Relational database management software","Computer System Analysts","15-1121.00"
"1244","Technology","Data base reporting software","Microsoft SQL Server Reporting Services","Computer System Analysts","15-1121.00"
"1245","Technology","Data base reporting software","Oracle Business Intelligence Suite","Computer System Analysts","15-1121.00"
"1246","Technology","Data base reporting software","SAP Crystal Reports","Computer System Analysts","15-1121.00"
"1247","Technology","Data base user interface and query software","FileMaker Pro","Computer System Analysts","15-1121.00"
"1248","Technology","Data base user interface and query software","Microsoft Access","Computer System Analysts","15-1121.00"
"1249","Technology","Data base user interface and query software","SAP BusinessObjects Desktop Intelligence","Computer System Analysts","15-1121.00"
"1250","Technology","Data base user interface and query software","Structured query language SQL","Computer System Analysts","15-1121.00"
"1251","Technology","Data conversion software","","Computer System Analysts","15-1121.00"
"1252","Technology","Data mining software","Google Analytics","Computer System Analysts","15-1121.00"
"1253","Technology","Desktop communications software","CrossTec NetOp Remote Control","Computer System Analysts","15-1121.00"
"1254","Technology","Desktop communications software","Remote control software","Computer System Analysts","15-1121.00"
"1255","Technology","Desktop communications software","Stac Software ReachOut","Computer System Analysts","15-1121.00"
"1256","Technology","Desktop communications software","Symantec pcAnywhere","Computer System Analysts","15-1121.00"
"1257","Technology","Desktop publishing software","Microsoft Publisher","Computer System Analysts","15-1121.00"
"1258","Technology","Development environment software","Apache Maven","Computer System Analysts","15-1121.00"
"1259","Technology","Development environment software","Eclipse IDE","Computer System Analysts","15-1121.00"
"1260","Technology","Development environment software","Microsoft PowerShell","Computer System Analysts","15-1121.00"
"1261","Technology","Development environment software","Verilog","Computer System Analysts","15-1121.00"
"1262","Technology","Document management software","Adobe Systems Adobe Acrobat","Computer System Analysts","15-1121.00"
"1263","Technology","Electronic mail software","IBM Notes","Computer System Analysts","15-1121.00"
"1264","Technology","Electronic mail software","Microsoft Exchange Server","Computer System Analysts","15-1121.00"
"1265","Technology","Electronic mail software","Microsoft Outlook","Computer System Analysts","15-1121.00"
"1266","Technology","Enterprise application integration software","Extensible markup language XML","Computer System Analysts","15-1121.00"
"1267","Technology","Enterprise application integration software","IBM WebSphere","Computer System Analysts","15-1121.00"
"1268","Technology","Enterprise application integration software","Oracle Fusion Middleware","Computer System Analysts","15-1121.00"
"1269","Technology","Enterprise application integration software","SAP Netweaver BW","Computer System Analysts","15-1121.00"
"1270","Technology","Enterprise resource planning ERP software","Microsoft Dynamics","Computer System Analysts","15-1121.00"
"1271","Technology","Enterprise resource planning ERP software","NetSuite ERP","Computer System Analysts","15-1121.00"
"1272","Technology","Enterprise resource planning ERP software","Oracle Fusion Applications","Computer System Analysts","15-1121.00"
"1273","Technology","Enterprise resource planning ERP software","SAP","Computer System Analysts","15-1121.00"
"1274","Technology","Enterprise system management software","IBM Power Systems software","Computer System Analysts","15-1121.00"
"1275","Technology","Enterprise system management software","Splunk Enterprise","Computer System Analysts","15-1121.00"
"1276","Technology","File versioning software","Apache Subversion SVN","Computer System Analysts","15-1121.00"
"1277","Technology","File versioning software","Git","Computer System Analysts","15-1121.00"
"1278","Technology","File versioning software","Version control software","Computer System Analysts","15-1121.00"
"1279","Technology","Financial analysis software","Cost estimation software","Computer System Analysts","15-1121.00"
"1280","Technology","Financial analysis software","Delphi Technology","Computer System Analysts","15-1121.00"
"1281","Technology","Financial analysis software","Oracle E-Business Suite Financials","Computer System Analysts","15-1121.00"
"1282","Technology","Graphics or photo imaging software","Adobe Systems Adobe Fireworks","Computer System Analysts","15-1121.00"
"1283","Technology","Graphics or photo imaging software","Adobe Systems Adobe Flash","Computer System Analysts","15-1121.00"
"1284","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Computer System Analysts","15-1121.00"
"1285","Technology","Graphics or photo imaging software","Microsoft Visio","Computer System Analysts","15-1121.00"
"1286","Technology","Helpdesk or call center software","Help desk software","Computer System Analysts","15-1121.00"
"1287","Technology","Human resources software","ADP Workforce Now","Computer System Analysts","15-1121.00"
"1288","Technology","Human resources software","Human resource management software HRMS","Computer System Analysts","15-1121.00"
"1289","Technology","Human resources software","Oracle Taleo","Computer System Analysts","15-1121.00"
"1290","Technology","Information retrieval or search software","LexisNexis","Computer System Analysts","15-1121.00"
"1291","Technology","Internet directory services software","Active directory software","Computer System Analysts","15-1121.00"
"1292","Technology","Map creation software","ESRI ArcGIS software","Computer System Analysts","15-1121.00"
"1293","Technology","Map creation software","Geographic information system GIS software","Computer System Analysts","15-1121.00"
"1294","Technology","Medical software","Epic Systems","Computer System Analysts","15-1121.00"
"1295","Technology","Medical software","Healthcare common procedure coding system HCPCS","Computer System Analysts","15-1121.00"
"1296","Technology","Medical software","MEDITECH software","Computer System Analysts","15-1121.00"
"1297","Technology","Metadata management software","CA Erwin Data Modeler","Computer System Analysts","15-1121.00"
"1298","Technology","Metadata management software","Informatica Corporation PowerCenter","Computer System Analysts","15-1121.00"
"1299","Technology","Metadata management software","Oracle Master Data Management MDM Suite","Computer System Analysts","15-1121.00"
"1300","Technology","Metadata management software","SAP Master Data Management MDM","Computer System Analysts","15-1121.00"
"1301","Technology","Network monitoring software","Nagios","Computer System Analysts","15-1121.00"
"1302","Technology","Network monitoring software","Network intrusion prevention systems NIPS","Computer System Analysts","15-1121.00"
"1303","Technology","Network monitoring software","Snort","Computer System Analysts","15-1121.00"
"1304","Technology","Network monitoring software","Wireshark","Computer System Analysts","15-1121.00"
"1305","Technology","Network security or virtual private network VPN management software","Virtual private networking VPN software","Computer System Analysts","15-1121.00"
"1306","Technology","Object or component oriented development software","C++","Computer System Analysts","15-1121.00"
"1307","Technology","Object or component oriented development software","Practical extraction and reporting language Perl","Computer System Analysts","15-1121.00"
"1308","Technology","Object or component oriented development software","Python","Computer System Analysts","15-1121.00"
"1309","Technology","Object or component oriented development software","Swift","Computer System Analysts","15-1121.00"
"1310","Technology","Object oriented data base management software","Hibernate ORM","Computer System Analysts","15-1121.00"
"1311","Technology","Object oriented data base management software","Microsoft Visual FoxPro","Computer System Analysts","15-1121.00"
"1312","Technology","Object oriented data base management software","PostgreSQL","Computer System Analysts","15-1121.00"
"1313","Technology","Office suite software","Microsoft Office","Computer System Analysts","15-1121.00"
"1314","Technology","Operating system software","Bash","Computer System Analysts","15-1121.00"
"1315","Technology","Operating system software","Oracle Solaris","Computer System Analysts","15-1121.00"
"1316","Technology","Operating system software","Ubuntu","Computer System Analysts","15-1121.00"
"1317","Technology","Operating system software","UNIX","Computer System Analysts","15-1121.00"
"1318","Technology","Pattern design software","Diagramming software","Computer System Analysts","15-1121.00"
"1319","Technology","Pattern design software","Flow chart software","Computer System Analysts","15-1121.00"
"1320","Technology","Pattern design software","Omni Group OmniGraffle","Computer System Analysts","15-1121.00"
"1321","Technology","Portal server software","Apache HTTP Server","Computer System Analysts","15-1121.00"
"1322","Technology","Presentation software","Microsoft PowerPoint","Computer System Analysts","15-1121.00"
"1323","Technology","Program testing software","Compatibility testing software","Computer System Analysts","15-1121.00"
"1324","Technology","Program testing software","Hewlett Packard LoadRunner","Computer System Analysts","15-1121.00"
"1325","Technology","Program testing software","JUnit","Computer System Analysts","15-1121.00"
"1326","Technology","Program testing software","Selenium","Computer System Analysts","15-1121.00"
"1327","Technology","Project management software","Microsoft Project","Computer System Analysts","15-1121.00"
"1328","Technology","Project management software","Microsoft SharePoint","Computer System Analysts","15-1121.00"
"1329","Technology","Project management software","Oracle Primavera Enterprise Project Portfolio Management","Computer System Analysts","15-1121.00"
"1330","Technology","Requirements analysis and system architecture software","AcmeStudio","Computer System Analysts","15-1121.00"
"1331","Technology","Requirements analysis and system architecture software","Architecture description language ADL","Computer System Analysts","15-1121.00"
"1332","Technology","Requirements analysis and system architecture software","Popkin System Architect","Computer System Analysts","15-1121.00"
"1333","Technology","Requirements analysis and system architecture software","Unified modeling language UML","Computer System Analysts","15-1121.00"
"1334","Technology","Sales and marketing software","Marketo Marketing Automation","Computer System Analysts","15-1121.00"
"1335","Technology","Spreadsheet software","Microsoft Excel","Computer System Analysts","15-1121.00"
"1336","Technology","Transaction security and virus protection software","McAfee","Computer System Analysts","15-1121.00"
"1337","Technology","Transaction security and virus protection software","Symantec","Computer System Analysts","15-1121.00"
"1338","Technology","Transaction security and virus protection software","Virus scanning software","Computer System Analysts","15-1121.00"
"1339","Technology","Transaction server software","Customer information control system CICS","Computer System Analysts","15-1121.00"
"1340","Technology","Transaction server software","Microsoft Internet Information Service IIS","Computer System Analysts","15-1121.00"
"1341","Technology","Transaction server software","Sun Microsystems Sun ONE","Computer System Analysts","15-1121.00"
"1342","Technology","Transaction server software","Web server software","Computer System Analysts","15-1121.00"
"1343","Technology","Video creation and editing software","YouTube","Computer System Analysts","15-1121.00"
"1344","Technology","Web page creation and editing software","Adobe Systems Adobe Dreamweaver","Computer System Analysts","15-1121.00"
"1345","Technology","Web platform development software","AJAX","Computer System Analysts","15-1121.00"
"1346","Technology","Web platform development software","Enterprise JavaBeans","Computer System Analysts","15-1121.00"
"1347","Technology","Web platform development software","Google AngularJS","Computer System Analysts","15-1121.00"
"1348","Technology","Web platform development software","PHP: Hypertext Preprocessor","Computer System Analysts","15-1121.00"
"1349","Technology","Word processing software","Microsoft Word","Computer System Analysts","15-1121.00"
"1350","Technology","Access software","Citrix","Software Developers","15-1133.00"
"1351","Technology","Administration software","Software distribution management software","Software Developers","15-1133.00"
"1352","Technology","Analytical or scientific software","Minitab","Software Developers","15-1133.00"
"1353","Technology","Analytical or scientific software","SAS","Software Developers","15-1133.00"
"1354","Technology","Analytical or scientific software","Simulation program with integrated circuit emphasis SPICE","Software Developers","15-1133.00"
"1355","Technology","Analytical or scientific software","The MathWorks MATLAB","Software Developers","15-1133.00"
"1356","Technology","Application server software","Oracle Application Server","Software Developers","15-1133.00"
"1357","Technology","Application server software","Oracle WebLogic Server","Software Developers","15-1133.00"
"1358","Technology","Application server software","Red Hat WildFly","Software Developers","15-1133.00"
"1359","Technology","Backup or archival software","Backup and archival software","Software Developers","15-1133.00"
"1360","Technology","Backup or archival software","Veritas NetBackup","Software Developers","15-1133.00"
"1361","Technology","Business intelligence and data analysis software","IBM Cognos Impromptu","Software Developers","15-1133.00"
"1362","Technology","Business intelligence and data analysis software","Oracle Business Intelligence Enterprise Edition","Software Developers","15-1133.00"
"1363","Technology","Communications server software","IBM Domino","Software Developers","15-1133.00"
"1364","Technology","Computer aided design CAD software","Autodesk AutoCAD","Software Developers","15-1133.00"
"1365","Technology","Computer aided design CAD software","Computer assisted software engineering CASE software","Software Developers","15-1133.00"
